timestamp,actual_x,actual_y,actual_theta,target_id,target_name,target_type,target_info,planned_x,planned_y,planned_theta,error_distance,error_angle,cur_ie,cur_ir
2025-05-02 16:29:39,0.755606,-0.279902,167.746,unknown,unknown,unknown,unknown,0,0,0,0.805782,167.746,0.0349561,0.950692
